BindingDB-id,smiles,chemblid,genename,primary_uniprot,secondary_uniprot
50751148,CCN(CCN1CCOCC1)Cc1cccc(c1)-c1c(cc2scc(C)n2c1=O)[C@H](C)Nc1ncnc(N)c1C#N,CHEMBL4101730,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751149,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN2CCC2)c1,CHEMBL4096646,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751150,CNCc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4065004,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751151,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCN(CCN3CCOCC3)CC2)c1,CHEMBL4061810,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751152,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1ccccc1,CHEMBL4073594,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751153,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN)c1,CHEMBL4092688,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751154,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN(C)C)c1,CHEMBL4104746,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751155,COCCNCc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4080523,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751156,CC(C)CN(C)Cc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4069417,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751157,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CNCCCCOCCc2ccccc2)c1,CHEMBL4060741,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751158,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CCN(C)C)c1,CHEMBL4088952,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751159,CC(C)N1CCC(Cc2cccc(c2)-c2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)CC1,CHEMBL4081062,PK3CG_HUMAN,P48736,"A4D0Q6,Q8IV23,Q9BZC8"
50751160,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN)c1,CHEMBL4092688,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751161,CNCc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4065004,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751162,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN(C)C)c1,CHEMBL4104746,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751163,CC(C)CN(C)Cc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4069417,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751164,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN2CCC2)c1,CHEMBL4096646,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751165,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN(C)C)c1,CHEMBL4104746,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751166,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCC(CN(C)Cc3ccccn3)CC2)c1,CHEMBL4083733,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751167,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CNCCCCOCCc2ccccc2)c1,CHEMBL4060741,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751168,CC(C)N1CCC(Cc2cccc(c2)-c2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)CC1,CHEMBL4081062,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751169,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN)c1,CHEMBL4092688,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751170,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCC(CN(C)Cc3ccccn3)CC2)c1,CHEMBL4083733,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751171,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1ccccc1,CHEMBL4073594,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751172,CC(C)N1CCC(Cc2cccc(c2)-c2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)CC1,CHEMBL4081062,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751173,CC(C)CN(C)C1CCN(Cc2cccc(c2)-c2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)CC1,CHEMBL4094000,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751174,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN(C)CCCN(C)Cc2ccc(Cl)cc2)c1,CHEMBL4102634,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751175,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCC(CC2)N(C)CCC(F)(F)F)c1,CHEMBL4073335,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751176,CC(C)CN(C)CC1CCN(Cc2cccc(c2)-c2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)CC1,CHEMBL4083582,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751177,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CNCCN2CCOCC2)c1,CHEMBL4091365,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751178,CC(C)N1CCC(Cc2cccc(c2)-c2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)CC1,CHEMBL4081062,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751179,CC(C)CN(C)Cc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4069417,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751180,COCCNCc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4080523,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751181,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CNCCN2CCOCC2)c1,CHEMBL4091365,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751182,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1ccccc1,CHEMBL4073594,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751183,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCC(CC2)N(C)CCC(F)(F)F)c1,CHEMBL4073335,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751184,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(OCCN(C)C)c1,CHEMBL4099101,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751185,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCN(CCN3CCOCC3)CC2)c1,CHEMBL4061810,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751186,CNCc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4065004,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751187,CC(C)CN(C)Cc1cccc(Cc2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)c1,CHEMBL4069417,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751188,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN)c1,CHEMBL4092688,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751189,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN(C)CCCN2C[C@H](C)O[C@H](C)C2)c1,CHEMBL4078365,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751190,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1Cc1cccc(CN2CCC2)c1,CHEMBL4096646,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751191,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCN(CCN3CCOCC3)CC2)c1,CHEMBL4061810,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751192,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CCN(C)C)c1,CHEMBL4088952,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751193,CC(C)CN(C)CC1CCN(Cc2cccc(c2)-c2c(cc3scc(C)n3c2=O)[C@H](C)Nc2ncnc(N)c2C#N)CC1,CHEMBL4083582,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50751194,C[C@H](Nc1ncnc(N)c1C#N)c1cc2scc(C)n2c(=O)c1-c1cccc(CN2CCC(CC2)N(C)C)c1,CHEMBL4070433,PK3CD_HUMAN,O00329,"A6NCG0,G1FFP1,O15445,Q5SR49"
50751195,CCN(CCN1CCOCC1)Cc1cccc(c1)-c1c(cc2scc(C)n2c1=O)[C@H](C)Nc1ncnc(N)c1C#N,CHEMBL4101730,P85A_HUMAN,P27986,"B3KT19,D3DWA0,E7EX19,Q15747,Q4VBZ7,Q53EM6,Q8IXA2,Q8N1C5"
50000583,CN1CCC2(CCCC1[C@@H]2O)c1cccc(O)c1,CHEMBL36707,OPRD_HUMAN,P41143,B5B0B8
50000584,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(O)=O,CHEMBL294616,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000585,CN1CCC2(CCCC1[C@H]2O)c1cccc(O)c1,CHEMBL290855,OPRM_BOVIN,P79350,
50000586,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRD_HUMAN,P41143,B5B0B8
50000587,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRK_CAVPO,P41144,
50000588,CN1CCC2(CCCC1[C@@H]2O)c1cccc(O)c1,CHEMBL36707,OPRK_CAVPO,P41144,
50000589,CN1CCC2(CCCC1[C@H]2O)c1cccc(O)c1,CHEMBL290855,OPRK_CAVPO,P41144,
50000590,CN1CCC2(CCCC1[C@@H]2O)c1cccc(O)c1,CHEMBL36707,OPRM_BOVIN,P79350,
50000591,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRD_HUMAN,P41143,B5B0B8
50000593,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000594,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRM_BOVIN,P79350,
50000596,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRD_HUMAN,P41143,B5B0B8
50000597,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,CHEMBL70,OPRM_BOVIN,P79350,
50000598,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,CHEMBL70,OPRM_BOVIN,P79350,
50000599,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRK_CAVPO,P41144,
50000601,CN1CCC2(CCCC1[C@@H]2O)c1cccc(O)c1,CHEMBL36707,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000602,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRK_CAVPO,P41144,
50000604,CN1CCC2(CCCC1[C@H]2O)c1cccc(O)c1,CHEMBL290855,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000605,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,CHEMBL70,OPRK_CAVPO,P41144,
50000606,CN1CCC2(CCCC1[C@H]2O)c1cccc(O)c1,CHEMBL290855,OPRD_HUMAN,P41143,B5B0B8
50000607,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRK_CAVPO,P41144,
50000610,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRD_HUMAN,P41143,B5B0B8
50000612,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(O)=O,CHEMBL294616,OPRK_CAVPO,P41144,
50000613,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,CHEMBL70,OPRD_HUMAN,P41143,B5B0B8
50000614,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRK_CAVPO,P41144,
50000615,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(O)=O,CHEMBL294616,OPRM_BOVIN,P79350,
50000616,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000617,CN1CCC2(CCCC1[C@@H]2O)c1cccc(O)c1,CHEMBL36707,OPRM_BOVIN,P79350,
50000618,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000620,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,CHEMBL70,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000621,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRM_BOVIN,P79350,
50000622,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50000623,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(O)=O,CHEMBL294616,OPRD_HUMAN,P41143,B5B0B8
50000624,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRK_HUMAN,P41145,"E5RHC9,Q499G4"
50668420,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRM_BOVIN,P79350,
50668428,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(O)=O,CHEMBL294616,OPRM_BOVIN,P79350,
50668445,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRM_BOVIN,P79350,
50668446,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRM_BOVIN,P79350,
50668447,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRM_BOVIN,P79350,
50668448,CN1CCC2(CCCC1C2)c1cccc(O)c1,CHEMBL285250,OPRM_BOVIN,P79350,
50668449,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRM_BOVIN,P79350,
50668450,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRM_BOVIN,P79350,
50668451,C[C@@H]1C2CCCC1(CCN2C)c1cccc(O)c1,CHEMBL287726,OPRM_BOVIN,P79350,
50668452,CN1CCC2(CCCC1[C@H]2O)c1cccc(O)c1,CHEMBL290855,OPRM_BOVIN,P79350,
50000625,COc1cccc(c1)-c1cc(=O)c2cc(OCCCCCN3CCC(O)CC3)ccc2o1,CHEMBL37410,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000626,OC1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2ccccc2)CC1,CHEMBL39445,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000627,O=c1cc(oc2ccc(OCCCCCCN3CCNCC3c3ccccn3)cc12)-c1ccccc1,CHEMBL37468,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000628,CCN(CC)CCCCCCOc1ccc2oc(cc(=O)c2c1)-c1ccccc1,CHEMBL38323,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000629,OC1CCN(CCCCCCOc2cccc3c2oc(cc3=O)-c2ccccc2)CC1,CHEMBL291300,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000630,OC1CCN(CCCCCOc2ccc3oc(cc(=O)c3c2)C2CCCCC2)CC1,CHEMBL37149,,,
50000631,CN(C)CCCCCCCOc1ccc2oc(cc(=O)c2c1)-c1ccccc1,CHEMBL37186,,,
50000632,COc1ccc(cc1)-c1cc(=O)c2cc(OCCCCCCN3CCC(O)CC3)ccc2o1,CHEMBL288148,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000633,OC1CCN(CCCCCCCOc2cccc3oc(cc(=O)c23)-c2ccccc2)CC1,CHEMBL38294,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000634,O=c1cc(oc2ccc(OCCCCCCN3CCCC3)cc12)-c1ccccc1,CHEMBL40897,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000635,OC1CCN(CCCCCCCOc2cccc3oc(cc(=O)c23)-c2ccccc2)CC1,CHEMBL38294,,,
50000636,O=c1cc(oc2ccc(OCCCCCCN3CCOCC3)cc12)-c1ccccc1,CHEMBL38322,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000637,O=c1cc(oc2ccc(OCCCCCCN3CCCCC3)cc12)-c1cccs1,CHEMBL36491,,,
50000638,OC1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2cccc(F)c2)CC1,CHEMBL38460,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000639,OC1CCN(CCCCCCCOc2ccc3oc(cc(=O)c3c2)-c2ccccc2)CC1,CHEMBL39638,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000640,OC1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)C2CCC2)CC1,CHEMBL40115,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000641,O=c1cc(oc2ccc(OCCCCCCN3CCCC3)cc12)-c1ccccc1,CHEMBL40897,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000642,CN(CCCCCCOc1ccc2oc(cc(=O)c2c1)-c1ccccc1)Cc1ccccc1,CHEMBL38809,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000643,OC1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2ccccc2Cl)CC1,CHEMBL289767,,,
50000644,O=c1cc(oc2ccc(OCCCCCCN3CCCCC3)cc12)-c1cccnc1,CHEMBL39163,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000645,OC1CCN(CCCCCCOc2ccc3c(c2)oc(cc3=O)-c2ccccc2)CC1,CHEMBL39809,,,
50000646,OC1CCN(CCCCCCCOc2ccc3c(c2)oc(cc3=O)-c2ccccc2)CC1,CHEMBL38952,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000647,OC1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2cccc(F)c2)CC1,CHEMBL38460,,,
50000648,CCOC(=O)C1CCCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2ccccc2)C1,CHEMBL38896,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000649,OC1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)C2CCCC2)CC1,CHEMBL37150,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000650,COc1ccc(cc1)-c1cc(=O)c2cc(OCCCCCCN3CCC(O)CC3)ccc2o1,CHEMBL288148,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000651,CN(CCO)CCCCCCOc1ccc2oc(cc(=O)c2c1)-c1ccccc1,CHEMBL38897,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000652,Cc1c(oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O)C1CCCCC1,CHEMBL40113,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000653,OC1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2ccncc2)CC1,CHEMBL289924,,,
50000654,OC1CCN(CCCCCOc2ccc3oc(cc(=O)c3c2)C2CCCCC2)CC1,CHEMBL37149,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000655,CC(C)Cc1cc(=O)c2cc(OCCCCCN3CCC(O)CC3)ccc2o1,CHEMBL39480,SGMR1_HUMAN,Q99720,"D3DRM7,O00673,O00725,Q0Z9W6,Q153Z1,Q2TSD1,Q53GN2,Q7Z653,Q8N7H3,Q9NYX0"
50000656,CCN(CC)CCCCCCOc1ccc2oc(cc(=O)c2c1)-c1ccccc1,CHEMBL38323,,,
